state,district,digital_inclusion_index,service_quality_score,aadhaar_maturity_index,citizen_engagement_index,total_enrolments,total_all_updates,overall_index,digital_rank,service_rank,maturity_rank,engagement_rank,overall_rank
Jammu and Kashmir,Punch,41.57758356501106,46.50802827268766,91.78570040217123,33.66847652281006,388.0,10211.0,53.384947190670005,954.0,963.0,266.0,23.0,576.0
Jammu and Kashmir,Rajouri,42.81540773013122,51.97364612320468,92.937207526847,29.57690746580443,373.0,7703.0,54.32579221149683,922.0,620.0,40.0,269.0,145.0
Jammu and Kashmir,Ramban,43.329250521516954,51.28519502283818,92.53156739705676,29.797512934348212,208.0,2528.0,54.23588146894003,896.0,667.0,104.0,252.0,182.0
Jammu and Kashmir,Reasi,44.90935518878549,53.374849589344066,90.84125632586557,25.330078726194344,185.0,1597.0,53.61388495754737,706.0,516.0,461.0,541.0,489.0
Jammu and Kashmir,Samba,45.95009768807924,57.313815376115016,92.20313557975886,22.897670159424013,53.0,1027.0,54.591179700844286,507.0,277.0,167.0,646.0,55.0
Jammu and Kashmir,Shupiyan,41.096790448618464,48.62839712330601,87.24650526755075,32.826313624557336,137.0,2949.0,52.44950161600814,957.0,817.0,794.0,54.0,761.0
Jammu and Kashmir,Srinagar,43.758488852386996,51.519093133594666,93.38356773197194,29.704417096563507,356.0,14293.0,54.59139170362928,858.0,649.0,16.0,262.0,54.0
Jammu and Kashmir,Udhampur,45.54696483671213,54.85281032644324,91.32818301152956,24.202237336216413,372.0,5310.0,53.982548877725336,589.0,414.0,375.0,581.0,286.0
Jharkhand,Bokaro,45.65170963063995,52.17138356882827,90.68112507966256,27.725412182445563,666.0,19574.0,54.057407615394084,566.0,605.0,486.0,406.0,253.0
Jharkhand,Bokaro *,25.000000000000007,59.74688222029558,50.00000000000001,0.0,1.0,0.0,33.6867205550739,974.5,36.0,973.0,1050.5,977.0
Jharkhand,Chatra,45.224740591405975,46.607978335667674,91.49802256457231,31.355859825317296,1093.0,9890.0,53.671650329240805,640.0,954.0,335.0,143.0,465.0
Jharkhand,Deoghar,45.57836585971945,46.56310878886992,90.81702756746421,31.209641350745688,1062.0,30421.0,53.54203589169982,583.0,960.0,464.0,152.0,516.0
Jharkhand,Dhanbad,46.316009020475356,52.037542011457454,90.69852241934485,25.787599145717582,1868.0,28212.0,53.709918149248814,441.0,615.0,483.0,520.0,436.0
Jharkhand,Dumka,46.28920535627772,46.64623506242006,91.61442118851922,31.662131330667073,957.0,24876.0,54.05299823447102,445.0,953.0,306.0,120.0,256.0
Jharkhand,East Singhbhum,45.025060110503105,49.84219482151781,91.05467449920913,28.82608536424584,915.0,26386.0,53.68700369886897,680.0,753.0,423.0,321.0,456.0
Jharkhand,Garhwa,45.10303533543362,51.534395416568614,90.1853907078783,26.750806118337564,776.0,15944.0,53.393406894554516,661.0,648.0,553.0,463.0,570.0
Jharkhand,Garhwa *,45.30340303118317,52.73627627582692,90.23341244907509,26.986945705552404,40.0,620.0,53.8150093654094,622.0,568.0,546.0,445.0,376.0
Jharkhand,Giridih,45.92057962626832,44.51497204403886,92.0682250336783,33.31357777184315,1707.0,43023.0,53.95433861895715,516.0,1032.0,198.0,31.0,304.0
Jharkhand,Godda,46.89006797164725,47.574976466712904,90.2203560254279,30.68046473238206,698.0,21096.0,53.84146629904253,338.0,893.0,549.0,194.0,357.0
Jharkhand,Gumla,45.5106695526301,48.523211367112495,90.66372522686468,28.518025650607516,619.0,15098.0,53.30390794930369,595.0,824.0,489.0,347.0,604.0
Jharkhand,Hazaribag,47.952208948103916,55.462944080836614,87.53480789962906,16.919082625909567,52.0,1398.0,51.96726088861978,184.0,378.0,780.0,798.0,805.0
Jharkhand,Hazaribagh,46.63990033776858,50.52621557146748,90.22312092486642,27.938563244595514,792.0,16327.0,53.831950019674494,378.0,705.0,547.0,389.0,363.0
Jharkhand,Jamtara,46.525884714912465,44.904623350525526,88.8878815342174,33.6930442030138,600.0,7157.0,53.502858450667304,404.0,1023.0,688.0,20.0,537.0
Jharkhand,Khunti,44.94324741876059,50.097790889207324,89.53026179369185,28.368970366681808,318.0,10836.0,53.23506761708539,701.0,735.0,637.0,362.0,627.0
Jharkhand,Kodarma,45.211324255871176,51.906130935391076,92.96398627794719,29.71965054129698,49.0,947.0,54.9502730026266,642.0,624.0,37.0,258.0,6.0
Jharkhand,Koderma,45.04370004267154,49.99347442264965,91.25170266889587,28.724379847047597,481.0,5868.0,53.75331424531616,673.0,742.0,390.0,330.0,407.0
Jharkhand,Latehar,46.41868331278071,48.42817729086877,91.95157646555354,31.47688418348584,358.0,13238.0,54.56883031317222,421.0,832.0,226.0,136.0,65.0
Jharkhand,Lohardaga,45.73332404263376,52.59633050453576,87.09521262740301,23.677273058449188,212.0,3264.0,52.27553505825543,548.0,580.0,799.0,609.0,778.0
Jharkhand,Pakaur,48.40397283534018,53.4803105589774,85.90164337996902,23.409852898328076,29.0,526.0,52.798944918153666,134.0,510.0,835.0,623.0,723.0
Jharkhand,Pakur,48.15769007299097,44.26323614116932,87.07917300003535,32.62315942085989,491.0,14409.0,53.03081465876389,160.0,1039.0,800.0,60.0,678.0
Jharkhand,Palamau,49.47676181939406,56.4279803603447,82.63470839838219,12.2017048960214,31.0,396.0,50.18528886853559,12.0,334.0,894.0,887.0,898.0
Jharkhand,Palamu,46.5294998159249,46.939091990367515,90.94391766354057,32.837098422140365,1085.0,20445.0,54.312401972993335,403.0,936.0,439.0,53.0,149.0
Jharkhand,Pashchimi Singhbhum,47.782817161937416,56.01924382503537,86.49799655359129,19.728954161346802,90.0,2388.0,52.507252925477715,213.0,352.0,817.0,733.0,759.0
Jharkhand,Purbi Singhbhum,46.59848819111845,58.311640301701004,91.40072407462657,20.787475186559988,148.0,2754.0,54.274581938501505,388.0,160.0,357.0,706.0,163.0
Jharkhand,Ramgarh,46.66038253268212,53.688510336190745,90.0837707665203,26.009113932344956,347.0,4848.0,54.11044439193453,372.0,498.0,573.0,507.0,232.0
Jharkhand,Ranchi,45.30628301814895,48.400983736368296,91.35922094947676,29.54321470968123,1508.0,22211.0,53.65242560341881,620.0,837.0,369.0,274.0,473.0
Jharkhand,Sahebganj,47.248222793610694,47.233465987866765,88.83405056636803,31.024661081546267,798.0,10116.0,53.58510010734794,285.0,921.0,697.0,168.0,501.0
Jharkhand,Sahibganj,47.250254634803795,55.64559824423073,85.72953696425056,17.53300264908841,47.0,430.0,51.53959812309337,283.0,373.0,841.0,784.0,838.0
Jharkhand,Seraikela-Kharsawan,44.73739801045644,50.559370469153805,91.60467590586181,29.782454750461014,403.0,13338.0,54.17097478398327,734.0,704.0,307.0,253.0,210.0
Jharkhand,Seraikela-kharsawan,47.22535015869014,55.91112198402697,88.864350567509,20.205229435148286,91.0,1476.0,53.0515130363436,289.0,357.0,691.0,721.0,675.0
Jharkhand,Simdega,43.6828273090522,48.079662882401735,92.36277368086333,33.46911650787824,250.0,6648.0,54.398595095048876,869.0,861.0,133.0,27.0,124.0
Jharkhand,West Singhbhum,45.94593043583353,50.63544302418601,89.41313642103259,26.51393636668391,913.0,19587.0,53.12711156193401,508.0,700.0,650.0,472.0,662.0
Karnataka,Bagalkot,45.297656606719734,51.99988369166018,92.0161107844423,27.52349995805792,1006.0,15689.0,54.209287760220036,623.0,618.0,210.0,418.0,196.0
Karnataka,Bagalkot *,48.1171924254328,58.10232388017665,87.80620491175446,14.868510995870055,23.0,371.0,52.223558053308494,165.0,183.0,769.0,835.0,782.0
Karnataka,Ballari,47.05652141647714,57.21362809689769,91.31052694333087,20.324063011545974,330.0,7335.0,53.97618486706292,315.0,284.0,379.0,717.0,288.0
Karnataka,Bangalore,45.01932927962305,56.205035163493676,93.0748774375932,24.98719304119584,786.0,30406.0,54.82160873047644,684.0,345.0,29.0,551.0,14.0
Karnataka,Bangalore Rural,46.08939067317142,49.880735855943826,89.95936589512651,27.5444981070366,274.0,7237.0,53.36849763281958,483.0,750.0,590.0,415.0,581.0
Karnataka,Belagavi,47.183471961139965,57.40537493470148,90.74125288088828,20.308920785362258,909.0,15374.0,53.909755140522996,303.0,269.0,476.0,718.0,317.0
Karnataka,Belgaum,46.283359259934,55.78166391426566,91.82535063191958,24.104597370544955,822.0,19658.0,54.49874279416605,446.0,363.0,256.0,586.0,89.0
Karnataka,Bellary,45.68023555297376,55.19045243927966,92.03733098057597,24.76345008315462,475.0,8270.0,54.417867263996,558.0,398.0,207.0,559.0,117.0
Karnataka,Bengaluru,45.96140921746747,49.7079580515575,91.68072925635244,27.992561690930483,3544.0,70040.0,53.83566455407697,502.0,759.0,291.0,382.0,358.0
Karnataka,Bengaluru Rural,,58.662173152965465,,3.1272549562908045,0.0,5.0,,,109.0,,1001.0,
Karnataka,Bengaluru South,49.17570344272592,56.51177136719965,79.16878726987723,13.435272875064172,22.0,337.0,49.57288373871674,42.0,330.0,935.0,859.0,910.0
Karnataka,Bengaluru Urban,45.66115702479339,59.710155643028884,71.72554266755512,0.0,1651.0,0.0,44.27421383384435,564.0,40.0,958.0,1050.5,957.0
Karnataka,Bidar,43.28025007768815,49.81808204955387,93.22884806415817,30.846889252340723,567.0,14303.0,54.29351736093523,898.0,755.0,18.0,182.0,155.0
Karnataka,Bijapur,45.38686002056965,54.985631304132696,92.10641279530162,25.71838072343026,508.0,8991.0,54.54932121085856,611.0,408.0,190.0,523.0,73.0
Karnataka,Chamarajanagar,48.93551457186724,59.036935402531505,85.71138412764326,9.726542993422681,26.0,194.0,50.85259427386617,63.0,63.0,842.0,920.0,878.0
Karnataka,Chamarajanagar *,48.2149602846687,58.86444021120518,77.41891673254436,1.7869460939336832,5.0,10.0,46.57131583058798,153.0,78.0,943.0,1011.0,947.0
Karnataka,Chamrajanagar,45.62936280774969,53.6015755413366,90.878251030506,24.654969311569605,242.0,4247.0,53.691039672790474,575.0,504.0,454.0,564.0,453.0
Karnataka,Chamrajnagar,48.726977855229656,58.81504903999919,88.27021209266577,13.532244880868175,47.0,452.0,52.336120967190695,94.0,85.0,735.0,854.0,773.0
Karnataka,Chickmagalur,48.15573177783614,58.0538675909849,90.03298382535564,17.198064645665685,146.0,2543.0,53.36016195996059,162.0,191.0,580.0,790.0,589.0
Karnataka,Chikkaballapur,45.712546537047956,51.70187244577028,92.87562020482976,29.33751094851125,424.0,4900.0,54.90688753403981,552.0,637.0,45.0,288.0,7.0
Karnataka,Chikkamagaluru,48.12674190441325,57.98638667003571,87.34869713918953,14.439588443906795,152.0,2456.0,51.97535353938631,164.0,204.0,788.0,840.0,804.0
Karnataka,Chikmagalur,49.343810482835565,58.5229761092889,85.30165330898234,9.057705202684975,15.0,310.0,50.55653627594795,23.0,130.0,854.0,926.0,889.0
Karnataka,Chitradurga,46.10138851792694,53.13030115098136,92.11207332829753,27.149566817526523,658.0,15738.0,54.62333245368309,481.0,535.0,188.0,432.0,46.0
Karnataka,Dakshina Kannada,47.216869788858766,55.84333184768315,90.59353215828996,22.126671888090822,788.0,12764.0,53.94510142073067,293.0,361.0,495.0,677.0,306.0
Karnataka,Davanagere,48.89331735955588,58.64988543004318,88.59822420397744,11.81649437962601,55.0,950.0,51.98948034330063,69.0,111.0,714.0,896.0,801.0
Karnataka,Davangere,45.28136678612399,55.30598243400801,92.48525954305187,24.66912807057208,568.0,12114.0,54.435434208438984,629.0,391.0,112.0,563.0,112.0
Karnataka,Dharwad,44.57106217892087,53.242634755523376,92.78737388189361,28.2882267224089,610.0,14129.0,54.72232438468669,760.0,526.0,63.0,364.0,25.0
Karnataka,Gadag,45.18086954795348,52.673960182881345,91.43365129281518,26.803646430478917,542.0,5873.0,54.02303186353223,647.0,574.0,349.0,456.0,274.0
Karnataka,Gadag *,48.68960913835437,58.605893444449244,87.91222120048148,12.149369850888627,15.0,142.0,51.83927340854343,100.0,116.0,764.0,888.0,814.0
Karnataka,Gulbarga,45.2634095469444,55.275348093374824,91.51982603679754,24.75267829355222,655.0,8098.0,54.20281549266724,637.0,393.0,331.0,560.0,198.0
Karnataka,Hasan,48.27229029363496,58.55486200268326,88.23110394214547,15.26213260305328,133.0,1969.0,52.58009721037924,147.0,123.0,738.0,829.0,751.0
Karnataka,Hassan,46.93149015431872,56.486170185845886,91.24689732248112,21.34839093824162,272.0,8987.0,54.003237150221835,332.0,332.0,391.0,694.0,280.0
Karnataka,Haveri,45.674544212323205,52.50349358719877,90.80015798270908,26.459401122612615,510.0,14837.0,53.85939922621092,561.0,585.0,467.0,476.0,347.0
Karnataka,Haveri *,48.25031389026471,58.00722992198399,89.06733491870388,13.021130012989476,11.0,298.0,52.086502185985516,149.0,200.0,680.0,865.0,794.0
Karnataka,Kalaburagi,45.304073770355814,54.501115477865156,92.05106360501297,24.422988025718027,522.0,12899.0,54.06981021973799,621.0,443.0,201.0,576.0,248.0
Karnataka,Kodagu,47.219291895446055,55.989250492091564,89.93926050555677,20.92965914148404,138.0,3904.0,53.51936550864461,292.0,353.0,594.0,702.0,526.0
Karnataka,Kolar,45.64291490742872,53.28630302813905,90.92935534701778,26.453950464225432,529.0,7908.0,54.07813093670275,570.0,524.0,443.0,477.0,241.0
Karnataka,Koppal,44.874605450529586,51.316193097524014,91.27040007226866,27.126607112736473,603.0,11031.0,53.64695143326468,711.0,664.0,386.0,434.0,476.0
Karnataka,Mandya,45.0361044132174,54.1855269640069,92.84856710520339,26.79191499978053,427.0,13624.0,54.71552837055205,675.0,460.0,53.0,459.0,26.0
Karnataka,Mysore,46.720764095011255,57.38267048820234,92.65492974770338,21.697464647369166,353.0,6678.0,54.61395724457154,361.0,273.0,85.0,688.0,49.0
Karnataka,Mysuru,47.28651796546952,55.26335815489569,91.1051784172835,20.471799618505266,752.0,11423.0,53.53171353903849,277.0,395.0,414.0,712.0,522.0
Karnataka,Raichur,44.3421275913907,51.31623330702521,92.86387234657246,28.78297657985684,942.0,16489.0,54.3263024562113,796.0,663.0,47.0,324.0,144.0
Karnataka,Ramanagar,45.167813692437235,53.020863615745945,91.06314782931932,25.71743221520352,316.0,6802.0,53.742314338176506,649.0,546.0,420.0,524.0,416.0
Karnataka,Shimoga,47.68136462059903,57.512044112867585,89.51752924310466,18.29970723124908,285.0,5104.0,53.25266130195509,226.0,255.0,641.0,765.0,620.0
Karnataka,Shivamogga,47.24995862356293,57.232288650509304,90.82103046960837,19.33088536753077,236.0,5741.0,53.65854077780284,284.0,281.0,463.0,745.0,470.0
Karnataka,Tumakuru,47.43169072089183,57.41602916838398,90.55785568494782,20.061690168418117,347.0,7812.0,53.86681643566044,258.0,268.0,500.0,727.0,344.0
Karnataka,Tumkur,46.41507238548825,57.045727940191476,92.35058937451683,22.391079920700136,361.0,9691.0,54.55061740522417,422.0,295.0,136.0,664.0,72.0
Karnataka,Udupi,47.44184538177566,57.291765952902956,89.49041098249567,20.34338110810436,431.0,7001.0,53.64185085631966,257.0,279.0,645.0,716.0,480.0
Karnataka,Uttara Kannada,47.7999296196906,57.07273845604614,89.519907797236,18.49000459337495,473.0,9366.0,53.22064511658692,207.0,293.0,640.0,761.0,631.0
Karnataka,Vijayanagara,48.36376127027376,56.330752086048676,86.42992009579828,19.533706472856313,304.0,3745.0,52.66453498124426,139.0,338.0,821.0,735.0,739.0
Karnataka,Vijayapura,45.55095871259901,54.7708567817697,91.92293732018827,25.81602029823804,649.0,9519.0,54.51519327819876,588.0,420.0,232.0,518.0,86.0
Karnataka,Yadgir,44.988672637311666,50.60251705067197,92.20662671964402,28.508592433901295,980.0,9499.0,54.07660221038224,687.0,701.0,164.0,350.0,243.0
Karnataka,yadgir,47.61187240237638,59.32082212858799,87.91465977434272,14.919682683226956,68.0,676.0,52.44175924713351,236.0,51.0,763.0,833.0,762.0
Kerala,Alappuzha,46.990394301705756,57.08063472278692,91.5701529293451,21.303582134657585,461.0,13688.0,54.23619102212383,327.0,291.0,318.0,695.0,181.0
Kerala,Ernakulam,46.158365223462674,55.166381047425055,92.11401601639177,23.966829826805093,739.0,21355.0,54.351398028521146,469.0,399.0,185.0,593.0,134.0
Kerala,Idukki,46.55933276063265,57.66333720231318,91.65091097833847,20.909633330624086,189.0,6549.0,54.195803567977094,395.0,235.0,297.0,704.0,202.0
Kerala,Kannur,46.282760890378015,54.71582635871666,92.28389384170056,25.382572638037175,723.0,18599.0,54.6662634322081,447.0,423.0,148.0,540.0,38.0
Kerala,Kasaragod,44.738892929043324,51.551817688791374,92.81530859025054,29.743291184367354,474.0,9988.0,54.71232759811315,733.0,646.0,60.0,255.0,27.0
Kerala,Kasargod,49.068200860591055,59.06956646940768,86.76553278506452,10.33030313385138,33.0,439.0,51.308400812228655,51.0,62.0,810.0,914.0,854.0
Kerala,Kollam,46.2163511949551,55.87854557739847,92.20442599735169,23.920196136876267,586.0,22351.0,54.55487972664538,458.0,358.0,166.0,596.0,70.0
Kerala,Kottayam,47.20517087256317,57.796749651884845,91.96079425438062,20.118899152493483,414.0,11629.0,54.27040348283053,295.0,220.0,222.0,724.0,166.0
Kerala,Kozhikode,45.77719740777186,52.104798892038666,92.1314931542645,27.917320152046024,833.0,31015.0,54.48270240153026,541.0,612.0,183.0,391.0,94.0
Kerala,Malappuram,45.94370700103636,49.56975249188158,92.98847156155402,29.569188880579766,1848.0,40726.0,54.517779983762935,509.0,766.0,35.0,270.0,84.0
Kerala,Palakkad,46.50850697680347,57.213866572558985,92.33758399428302,21.87054914327415,794.0,19854.0,54.48262667172991,407.0,283.0,139.0,683.0,95.0
Kerala,Pathanamthitta,47.78830305535202,58.21104854116148,90.78352617262001,17.160667855025718,220.0,8235.0,53.4858864060398,210.0,168.0,469.0,791.0,545.0
Kerala,Thiruvananthapuram,45.974614777146215,55.3814877771119,92.28076176574909,24.63592737189011,766.0,26378.0,54.56819792297433,501.0,387.0,149.0,565.0,66.0
Kerala,Thrissur,46.62630055440138,56.99804953859764,91.92692386703204,22.526831765853526,843.0,23356.0,54.51952643147115,383.0,297.0,231.0,660.0,83.0
Kerala,Wayanad,45.46343510461587,52.9120109950404,91.39878288965595,27.412436595591227,163.0,5994.0,54.296666396225866,601.0,552.0,358.0,421.0,153.0
Ladakh,Kargil,47.51105926531012,57.011715501371214,88.11044568099736,19.392256598759648,63.0,388.0,53.006369261609585,251.0,296.0,748.0,740.0,685.0
Ladakh,Leh,46.98454116672012,55.4128110441116,90.13626860980243,20.97217062911229,8.0,822.0,53.37644786243661,328.0,383.0,565.0,700.0,578.0
Lakshadweep,Lakshadweep,48.11132615700213,58.97390759884425,91.24323967646934,16.98443853070294,27.0,695.0,53.82822799075466,166.0,68.0,392.0,796.0,367.0
Madhya Pradesh,Agar Malwa,44.83071201227239,50.29247254352281,91.39352092408139,29.328816822664603,297.0,2460.0,53.961380575635296,722.0,719.0,360.0,289.0,297.0
Madhya Pradesh,Alirajpur,44.14094671323365,48.508176628918136,88.47633078302414,28.206933459039526,1239.0,17599.0,52.33309689605387,819.0,828.0,722.0,368.0,774.0
Madhya Pradesh,Anuppur,44.40853354856003,52.162527712481065,89.59519375512846,26.523613357692202,359.0,6677.0,53.172467093465436,788.0,607.0,630.0,471.0,652.0
Madhya Pradesh,Ashok Nagar,44.13432986266824,49.06374953466543,89.09998399237877,27.971360882721964,587.0,10967.0,52.5673560681086,820.0,788.0,677.0,385.0,753.0
Madhya Pradesh,Balaghat,42.31639074187345,48.607318598282376,92.89611771653462,32.815329520565115,719.0,27792.0,54.158789144313886,938.0,822.0,43.0,56.0,212.0
Madhya Pradesh,Barwani,44.207292171233576,46.32846982528271,89.35663343259988,29.43906850738314,873.0,7039.0,52.33286598412482,812.0,969.0,657.0,280.0,775.0
Madhya Pradesh,Betul,43.81514732753163,51.440016737730005,90.75243982306256,27.97438947512328,994.0,16280.0,53.495498340861865,850.0,654.0,473.0,384.0,539.0
Madhya Pradesh,Bhind,45.165846924777554,47.0300538028844,90.62430216851162,31.977119552229286,1403.0,16522.0,53.69933061210071,651.0,929.0,493.0,102.0,443.0
Madhya Pradesh,Bhopal,44.29831192282714,48.61243700427382,90.09028366741377,28.811530683412563,1383.0,47450.0,52.95314081948183,801.0,818.0,570.0,322.0,695.0
Madhya Pradesh,Burhanpur,42.65415804078544,48.96148187026023,88.4151526310104,29.697308796540565,1081.0,19766.0,52.43202533464916,926.0,797.0,724.0,263.0,766.0
Madhya Pradesh,Chhatarpur,44.28593661574701,46.33120707585479,91.37673380520974,31.793471669659592,1874.0,19847.0,53.44683729161778,802.0,968.0,365.0,110.0,556.0
Madhya Pradesh,Chhindwara,44.069152118911234,51.72416961720207,89.83451194887432,27.861433090559075,1166.0,28463.0,53.37231669388668,827.0,635.0,608.0,395.0,579.0
Madhya Pradesh,Damoh,42.86994179080333,47.6705800522703,91.86182523846207,32.845078723563944,641.0,23688.0,53.81185645127491,920.0,884.0,246.0,51.0,378.0
Madhya Pradesh,Datia,45.81596054356652,46.34259937582685,90.15345231990366,31.146812967321406,524.0,10686.0,53.36470630165461,535.0,967.0,560.0,155.0,585.0
Madhya Pradesh,Dewas,43.097705176290134,48.98612861083474,90.93701242576842,30.177622070987955,2024.0,20427.0,53.29961707097031,911.0,795.0,441.0,221.0,606.0
Madhya Pradesh,Dhar,45.39466123177219,47.32366522289902,90.53627477175942,29.38714634948639,968.0,16033.0,53.16043689397925,610.0,910.0,506.0,284.0,654.0
Madhya Pradesh,Dindori,44.9677561095036,49.2071573081418,90.22115009422846,28.559957328425302,335.0,13976.0,53.239005210074794,692.0,780.0,548.0,344.0,623.0
Madhya Pradesh,East Nimar,46.25941385504481,54.98362784494855,88.91502256777167,20.770670836288875,412.0,7061.0,52.73218377601348,449.0,409.0,686.0,707.0,731.0
Madhya Pradesh,Guna,44.46097046987578,48.16916106176794,89.57244267896252,29.123723046450646,861.0,17723.0,52.831574314264216,776.0,855.0,632.0,301.0,718.0
Madhya Pradesh,Gwalior,45.382522479023585,46.25945627538019,90.13659417489379,29.83979594143259,1904.0,17554.0,52.904592217682534,612.0,976.0,564.0,247.0,704.0
Madhya Pradesh,Harda,42.557304563838976,48.2918629952708,88.167548639876,31.074846282995445,191.0,4471.0,52.5228906204953,931.0,846.0,744.0,162.0,757.0
Madhya Pradesh,Harda *,44.6573043520347,57.690634322286996,91.49491675693135,22.68225569135939,79.0,863.0,54.13127778065311,747.0,230.0,336.0,652.0,226.0
Madhya Pradesh,Hoshangabad,44.42232046369971,54.10408533243413,89.105380173775,23.080420019436417,703.0,14396.0,52.67805149733631,783.0,468.0,676.0,640.0,736.0
Madhya Pradesh,Indore,44.409116044741985,47.285015009782256,91.23570411273306,29.8787700910514,5361.0,61608.0,53.20215131457717,787.0,915.0,394.0,243.0,640.0
Madhya Pradesh,Jabalpur,43.14956092139096,48.611741037514626,91.98166431857038,30.683451188317985,1350.0,24284.0,53.60660436644849,906.0,820.0,216.0,193.0,491.0
Madhya Pradesh,Jhabua,46.52345430414545,47.59667642448003,88.16003076567719,27.768064490911463,776.0,9221.0,52.51205649630353,405.0,892.0,746.0,404.0,758.0
Madhya Pradesh,Katni,43.8848585482457,46.79469759564303,90.5472741938233,30.53876451604736,2304.0,23346.0,52.94139871343985,841.0,944.0,504.0,202.0,696.0
Madhya Pradesh,Khandwa,44.32360478727298,54.52438377429757,92.35298732889383,25.585600323945258,1579.0,10234.0,54.19664405360241,799.0,440.0,135.0,530.0,201.0
Madhya Pradesh,Khargone,43.3838337658095,49.666061956343654,91.35913493855578,28.723498957856094,1237.0,20760.0,53.28313240464126,890.0,761.0,370.0,331.0,611.0
Madhya Pradesh,Maihar,47.58348435122607,54.55087769518657,87.76319446751484,24.071878008960994,68.0,792.0,53.492358630722116,239.0,437.0,772.0,587.0,540.0
Madhya Pradesh,Mandla,44.970462927870116,49.491902119382786,90.7450402977306,29.930893859956317,650.0,15730.0,53.78457480123495,690.0,768.0,475.0,236.0,397.0
Madhya Pradesh,Mandsaur,44.40608664328144,49.338976710118864,90.23875442785456,30.088058172878352,1012.0,19519.0,53.517968988533305,789.0,776.0,542.0,226.0,527.0
Madhya Pradesh,Mauganj,48.05600453980929,55.3948776497903,84.38883775725711,17.347063113884772,71.0,459.0,51.29669576518536,175.0,384.0,876.0,787.0,857.0
Madhya Pradesh,Morena,45.15870345887346,45.080909678197045,89.36121061117605,32.49705798396956,3830.0,34847.0,53.024470433054034,653.0,1022.0,656.0,65.0,680.0
Madhya Pradesh,Narmadapuram,48.280886930534955,56.199907477907544,85.81937348745514,18.27666988575267,76.0,1050.0,52.14420944541258,145.0,347.0,837.0,766.0,791.0
Madhya Pradesh,Narsimhapur,47.20260250644205,57.43845979199616,89.20921401010739,19.190827493826657,182.0,1518.0,53.26027595059306,296.0,265.0,669.0,748.0,617.0
Madhya Pradesh,Narsinghpur,42.978016145951706,51.273971472824705,91.94982663285694,29.126837300508576,425.0,10918.0,53.832162888035484,915.0,668.0,227.0,300.0,362.0
Madhya Pradesh,Neemuch,45.580454846312534,50.85946244692472,90.51206587901942,27.219931819005048,665.0,8749.0,53.542978747815425,582.0,685.0,510.0,429.0,515.0
Madhya Pradesh,Niwari,48.60941171938787,58.641549504472145,84.4869536635637,12.291348058510607,20.0,432.0,51.00731573648358,111.0,112.0,873.0,885.0,873.0
Madhya Pradesh,Pandhurna,47.56988297950425,57.71004002302994,86.84153368641664,13.83080642708981,5.0,141.0,51.488065779010164,241.0,229.0,805.0,848.0,844.0
Madhya Pradesh,Panna,45.08970032156456,47.09587911429905,89.76700373625765,30.06384955015998,1128.0,16616.0,53.004108180570306,662.0,926.0,614.0,227.0,686.0
Madhya Pradesh,Raisen,42.816410384543765,48.51622118427638,92.01504178785297,31.47030892642708,874.0,16770.0,53.70449557077505,921.0,827.0,211.0,137.0,440.0
Madhya Pradesh,Rajgarh,41.219850492212224,47.995943629967975,92.6898409844613,33.67011686909288,882.0,18081.0,53.8939379939336,956.0,868.0,75.0,22.0,325.0
Madhya Pradesh,Ratlam,42.33671615817847,50.17430960524444,90.90018948300848,31.50123483868188,1180.0,18545.0,53.72811252127831,937.0,729.0,451.0,134.0,421.0
Madhya Pradesh,Rewa,43.77281199310307,48.35026391253356,92.64554683181832,32.17031689069001,1367.0,36049.0,54.23473490703624,854.0,838.0,88.0,85.0,183.0
Madhya Pradesh,Sagar,43.66689253466524,48.30061232813451,91.43515457566295,31.479839142660822,1744.0,35375.0,53.72062464528088,871.0,845.0,348.0,135.0,427.0
Madhya Pradesh,Satna,43.46342857184523,47.62387251626785,91.33214619000293,31.020971527185942,1815.0,42071.0,53.36010470132549,884.0,890.0,374.0,169.0,590.0
Madhya Pradesh,Sehore,42.56617451622791,52.853192606584244,91.75343138520832,28.62092458302652,1676.0,18372.0,53.94843077276175,930.0,559.0,273.0,338.0,305.0
Madhya Pradesh,Seoni,44.01276456066518,46.68751675628803,92.13575102711354,33.281117402713306,612.0,23516.0,54.029287436695014,832.0,949.0,181.0,32.0,268.0
Madhya Pradesh,Shahdol,45.47440188239165,51.431625224755535,89.39553200006728,26.523916918194338,655.0,18019.0,53.206369006352205,600.0,655.0,653.0,470.0,639.0
Madhya Pradesh,Shajapur,43.05378804773263,52.00888883890593,91.79026922142904,29.940376014831514,851.0,14699.0,54.19833053072478,912.0,617.0,264.0,234.0,200.0
Madhya Pradesh,Sheopur,44.508119712770345,43.8483960340358,91.22277178913924,33.14799970693521,1458.0,16934.0,53.18182181072015,770.0,1046.0,398.0,36.0,645.0
Madhya Pradesh,Shivpuri,44.77998943202233,47.803826498943316,91.65291572763908,29.245901267505264,1168.0,22198.0,53.3706582315275,729.0,876.0,296.0,295.0,580.0
Madhya Pradesh,Sidhi,44.389174415370604,46.6579186936958,89.68374984279677,32.039826344618994,764.0,14197.0,53.19266732412054,793.0,951.0,623.0,97.0,642.0
